Surah,Ayah,Text,Label
10,29,"""Enough is Allah for a witness between us and you: we certainly knew nothing of your worship of us!""","['pillars_of_faith', 'foundations_of_the_laws']"
10,31,"Say: ""Who is it that sustains you (in life) from the sky and from the earth? or who is it that has power over hearing and sight? And who is it that brings out the living from the dead and the dead from the living? and who is it that rules and regulates all affairs?"" They will soon say, ""Allah"". Say, ""will ye not then show piety (to Him)?""","['pillars_of_faith', 'muslim_ethic', 'science_in_the_quran']"
10,32,"Such is Allah, your real Cherisher and Sustainer: apart from truth, what (remains) but error? How then are ye turned away?",['pillars_of_faith']
10,33,Thus is the word of thy Lord proved true against those who rebel: Verily they will not believe.,['forbiden_acts']
10,34,"Say: ""Of your 'partners', can any originate creation and repeat it?"" Say: ""It is Allah Who originates creation and repeats it: then how are ye deluded away (from the truth)?""","['pillars_of_faith', 'creation_and_creatures']"
10,35,"Say: ""Of your 'partners' is there any that can give any guidance towards truth?"" Say: ""It is Allah Who gives guidance towards truth, is then He Who gives guidance to truth more worthy to be followed, or he who finds not guidance (himself) unless he is guided? what then is the matter with you? How judge ye?""","['pillars_of_faith', 'forbiden_acts']"
10,36,But most of them follow nothing but fancy: truly fancy can be of no avail against truth. Verily Allah is well aware of all that they do.,"['pillars_of_faith', 'forbiden_acts']"
10,37,"This Qur'an is not such as can be produced by other than Allah; on the contrary it is a confirmation of (revelations) that went before it, and a fuller explanation of the Book - wherein there is no doubt - from the Lord of the worlds.","['pillars_of_faith', 'forbiden_acts', 'people_of_the_book']"
10,38,"Or do they say, ""He forged it""? say: ""Bring then a Sura like unto it, and call (to your aid) anyone you can besides Allah, if it be ye speak the truth!""",['muslim_ethic']
10,39,"Nay, they charge with falsehood that whose knowledge they cannot compass, even before the elucidation thereof hath reached them: thus did those before them make charges of falsehood: but see what was the end of those who did wrong!","['pillars_of_faith', 'forbiden_acts']"
10,40,"Of them there are some who believe therein, and some who do not: and thy Lord knoweth best those who are out for mischief.","['pillars_of_faith', 'forbiden_acts']"
10,41,"If they charge thee with falsehood, say: ""My work to me, and yours to you! ye are free from responsibility for what I do, and I for what ye do!""","['muslim_ethic', 'foundations_of_the_laws']"
10,42,"Among them are some who (pretend to) listen to thee: But canst thou make the deaf to hear,- even though they are without understanding?",['pillars_of_faith']
10,44,Verily Allah will not deal unjustly with man in aught: It is man that wrongs his own soul.,"['pillars_of_faith', 'forbiden_acts']"
10,45,One day He will gather them together: (It will be) as if they had tarried but an hour of a day: they will recognise each other: assuredly those will be lost who denied the meeting with Allah and refused to receive true guidance.,"['pillars_of_faith', 'forbiden_acts']"
10,46,"Whether We show thee (realised in thy life-time) some part of what We promise them,- or We take thy soul (to Our Mercy) (Before that),- in any case, to Us is their return: ultimately Allah is witness, to all that they do.","['pillars_of_faith', 'foundations_of_the_laws']"
10,47,"To every people (was sent) a messenger: when their messenger comes (before them), the matter will be judged between them with justice, and they will not be wronged.","['pillars_of_faith', 'foundations_of_the_laws']"
10,48,"They say: ""When will this promise come to pass,- if ye speak the truth?""","['pillars_of_faith', 'muslim_ethic']"
10,49,"Say: ""I have no power over any harm or profit to myself except as Allah willeth. To every people is a term appointed: when their term is reached, not an hour can they cause delay, nor (an hour) can they advance (it in anticipation).""",['pillars_of_faith']
10,50,"Say: ""Do ye see,- if His punishment should come to you by night or by day,- what portion of it would the sinners wish to hasten?",['forbiden_acts']
10,53,"They seek to be informed by thee: ""Is that true?"" Say: ""Aye! by my Lord! it is the very truth! and ye cannot frustrate it!""",['forbiden_acts']
10,54,"Every soul that hath sinned, if it possessed all that is on earth, would fain give it in ransom: They would declare (their) repentance when they see the penalty: but the judgment between them will be with justice, and no wrong will be done unto them.","['pillars_of_faith', 'foundations_of_the_laws']"
10,55,Is it not (the case) that to Allah belongeth whatever is in the heavens and on earth? Is it not (the case) that Allah's promise is assuredly true? Yet most of them understand not.,['pillars_of_faith']
10,56,"It is He Who giveth life and who taketh it, and to Him shall ye all be brought back.","['pillars_of_faith', 'creation_and_creatures']"
10,57,"O mankind! there hath come to you a direction from your Lord and a healing for the (diseases) in your hearts,- and for those who believe, a guidance and a Mercy.",['pillars_of_faith']
10,59,"Say: ""See ye what things Allah hath sent down to you for sustenance? Yet ye hold forbidden some things thereof and (some things) lawful."" Say: ""Hath Allah indeed permitted you, or do ye invent (things) to attribute to Allah?""","['pillars_of_faith', 'forbiden_acts']"
10,60,"And what think those who invent lies against Allah, of the Day of Judgment? Verily Allah is full of bounty to mankind, but most of them are ungrateful.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
10,61,"In whatever business thou mayest be, and whatever portion thou mayest be reciting from the Qur'an,- and whatever deed ye (mankind) may be doing,- We are witnesses thereof when ye are deeply engrossed therein. Nor is hidden from thy Lord (so much as) the weight of an atom on the earth or in heaven. And not the least and not the greatest of these things but are recorded in a clear record.","['pillars_of_faith', 'science_in_the_quran']"
10,63,Those who believe and (constantly) guard against evil;-,"['pillars_of_faith', 'muslim_ethic']"
10,64,"For them are glad tidings, in the life of the present and in the Hereafter; no change can there be in the words of Allah. This is indeed the supreme felicity.",['pillars_of_faith']
10,65,Let not their speech grieve thee: for all power and honour belong to Allah: It is He Who heareth and knoweth (all things).,['pillars_of_faith']
10,66,"Behold! verily to Allah belong all creatures, in the heavens and on earth. What do they follow who worship as His ""partners"" other than Allah? They follow nothing but fancy, and they do nothing but lie.","['pillars_of_faith', 'forbiden_acts']"
10,67,"He it is That hath made you the night that ye may rest therein, and the day to make things visible (to you). Verily in this are signs for those who listen (to His Message).","['pillars_of_faith', 'science_in_the_quran']"
10,68,"They say: ""Allah hath begotten a son!"" - Glory be to Him! He is self-sufficient! His are all things in the heavens and on earth! No warrant have ye for this! say ye about Allah what ye know not?","['pillars_of_faith', 'forbiden_acts', 'people_of_the_book']"
10,69,"Say: ""Those who invent a lie against Allah will never prosper.""","['forbiden_acts', 'people_of_the_book']"
10,70,"A little enjoyment in this world!- and then, to Us will be their return, then shall We make them taste the severest penalty for their blasphemies.","['pillars_of_faith', 'forbiden_acts']"
10,71,"Relate to them the story of Noah. Behold! he said to his people: ""O my people, if it be hard on your (mind) that I should stay (with you) and commemorate the signs of Allah,- yet I put my trust in Allah. Get ye then an agreement about your plan and among your partners, so your plan be on to you dark and dubious. Then pass your sentence on me, and give me no respite.","['pillars_of_faith', 'muslim_ethic']"
10,72,"""But if ye turn back, (consider): no reward have I asked of you: my reward is only due from Allah, and I have been commanded to be of those who submit to Allah's will (in Islam).""",['pillars_of_faith']
10,73,"They rejected Him, but We delivered him, and those with him, in the Ark, and We made them inherit (the earth), while We overwhelmed in the flood those who rejected Our Signs. Then see what was the end of those who were warned (but heeded not)!","['pillars_of_faith', 'forbiden_acts']"
10,74,"Then after him We sent (many) messengers to their peoples: they brought them Clear Signs, but they would not believe what they had already rejected beforehand. Thus do We seal the hearts of the transgressors.",['forbiden_acts']
10,75,Then after them sent We Moses and Aaron to Pharaoh and his chiefs with Our Signs. But they were arrogant: they were a people in sin.,['forbiden_acts']
10,76,"When the Truth did come to them from Us, they said: ""This is indeed evident sorcery!""",['forbiden_acts']
10,80,"When the sorcerers came, Moses said to them: ""Throw ye what ye (wish) to throw!""",['forbiden_acts']
10,81,"When they had had their throw, Moses said: ""What ye have brought is sorcery: Allah will surely make it of no effect: for Allah prospereth not the work of those who make mischief.",['forbiden_acts']
10,82,"""And Allah by His words doth prove and establish His truth, however much the sinners may hate it!""",['forbiden_acts']
10,83,"But none believed in Moses except some children of his people, because of the fear of Pharaoh and his chiefs, lest they should persecute them; and certainly Pharaoh was mighty on the earth and one who transgressed all bounds.",['forbiden_acts']
10,84,"Moses said: ""O my people! If ye do (really) believe in Allah, then in Him put your trust if ye submit (your will to His).""","['pillars_of_faith', 'muslim_ethic']"
10,85,"They said: ""In Allah do we put out trust. Our Lord! make us not a trial for those who practise oppression;","['forbiden_acts', 'invocations_in_the_quran']"
10,88,"Moses prayed: ""Our Lord! Thou hast indeed bestowed on Pharaoh and his chiefs splendour and wealth in the life of the present, and so, Our Lord, they mislead (men) from Thy Path. Deface, our Lord, the features of their wealth, and send hardness to their hearts, so they will not believe until they see the grievous penalty.""",['pillars_of_faith']
10,89,"Allah said: ""Accepted is your prayer (O Moses and Aaron)! So stand ye straight, and follow not the path of those who know not.""","['pillars_of_faith', 'forbiden_acts']"
10,90,"We took the Children of Israel across the sea: Pharaoh and his hosts followed them in insolence and spite. At length, when overwhelmed with the flood, he said: ""I believe that there is no god except Him Whom the Children of Israel believe in: I am of those who submit (to Allah in Islam).""","['pillars_of_faith', 'forbiden_acts']"
10,91,"(It was said to him): ""Ah now!- But a little while before, wast thou in rebellion!- and thou didst mischief (and violence)!",['forbiden_acts']
10,92,"""This day shall We save thee in the body, that thou mayest be a sign to those who come after thee! but verily, many among mankind are heedless of Our Signs!""",['pillars_of_faith']
10,93,"We settled the Children of Israel in a beautiful dwelling-place, and provided for them sustenance of the best: it was after knowledge had been granted to them, that they fell into schisms. Verily Allah will judge between them as to the schisms amongst them, on the Day of Judgment.","['pillars_of_faith', 'people_of_the_book']"
10,94,"If thou wert in doubt as to what We have revealed unto thee, then ask those who have been reading the Book from before thee: the Truth hath indeed come to thee from thy Lord: so be in no wise of those in doubt.","['pillars_of_faith', 'forbiden_acts']"
10,95,"Nor be of those who reject the signs of Allah, or thou shalt be of those who perish.",['forbiden_acts']
10,97,"Even if every Sign was brought unto them,- until they see (for themselves) the penalty grievous.",['pillars_of_faith']
10,98,"Why was there not a single township (among those We warned), which believed,- so its faith should have profited it,- except the people of Jonah? When they believed, We removed from them the penalty of ignominy in the life of the present, and permitted them to enjoy (their life) for a while.",['pillars_of_faith']
10,99,"If it had been thy Lord's will, they would all have believed,- all who are on earth! wilt thou then compel mankind, against their will, to believe!","['pillars_of_faith', 'forbiden_acts', 'foundations_of_the_laws']"
10,100,"No soul can believe, except by the will of Allah, and He will place doubt (or obscurity) on those who will not understand.",['pillars_of_faith']
10,101,"Say: ""Behold all that is in the heavens and on earth""; but neither Signs nor Warners profit those who believe not.",['science_in_the_quran']
10,102,"Do they then expect (any thing) but (what happened in) the days of the men who passed away before them? Say: ""Wait ye then: for I, too, will wait with you.""",['pillars_of_faith']
10,104,"Say: ""O ye men! If ye are in doubt as to my religion, (behold!) I worship not what ye worship, other than Allah! But I worship Allah - Who will take your souls (at death): I am commanded to be (in the ranks) of the Believers,","['pillars_of_faith', 'forbiden_acts']"
10,105,"""And further (thus): 'set thy face towards religion with true piety, and never in any wise be of the Unbelievers;",['forbiden_acts']
10,106,"""'Nor call on any, other than Allah;- Such will neither profit thee nor hurt thee: if thou dost, behold! thou shalt certainly be of those who do wrong.'""",['forbiden_acts']
10,107,"If Allah do touch thee with hurt, there is none can remove it but He: if He do design some benefit for thee, there is none can keep back His favour: He causeth it to reach whomsoever of His servants He pleaseth. And He is the Oft-Forgiving, Most Merciful.","['pillars_of_faith', 'mandatory_acts']"
10,108,"Say: ""O ye men! Now Truth hath reached you from your Lord! those who receive guidance, do so for the good of their own souls; those who stray, do so to their own loss: and I am not (set) over you to arrange your affairs.""","['pillars_of_faith', 'foundations_of_the_laws']"
10,109,"Follow thou the inspiration sent unto thee, and be patient and constant, till Allah do decide: for He is the best to decide.","['pillars_of_faith', 'muslim_ethic']"
11,1,"A. L. R. (This is) a Book, with verses basic or fundamental (of established meaning), further explained in detail,- from One Who is Wise and Well-acquainted (with all things):","['pillars_of_faith', 'forbiden_acts']"
11,2,"(It teacheth) that ye should worship none but Allah. (Say): ""Verily I am (sent) unto you from Him to warn and to bring glad tidings:",['pillars_of_faith']
11,3,"""(And to preach thus), 'Seek ye the forgiveness of your Lord, and turn to Him in repentance; that He may grant you enjoyment, good (and true), for a term appointed, and bestow His abounding grace on all who abound in merit! But if ye turn away, then I fear for you the penalty of a great day:","['pillars_of_faith', 'mandatory_acts']"
11,4,"'To Allah is your return, and He hath power over all things.'""",['pillars_of_faith']
11,5,"Behold! they fold up their hearts, that they may lie hid from Him! Ah even when they cover themselves with their garments, He knoweth what they conceal, and what they reveal: for He knoweth well the (inmost secrets) of the hearts.","['pillars_of_faith', 'forbiden_acts']"
11,6,There is no moving creature on earth but its sustenance dependeth on Allah: He knoweth the time and place of its definite abode and its temporary deposit: All is in a clear Record.,"['pillars_of_faith', 'creation_and_creatures']"
11,7,"He it is Who created the heavens and the earth in six Days - and His Throne was over the waters - that He might try you, which of you is best in conduct. But if thou wert to say to them, ""Ye shall indeed be raised up after death"", the Unbelievers would be sure to say, ""This is nothing but obvious sorcery!""","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts', 'creation_and_creatures']"
11,8,"If We delay the penalty for them for a definite term, they are sure to say, ""What keeps it back?"" Ah! On the day it (actually) reaches them, nothing will turn it away from them, and they will be completely encircled by that which they used to mock at!","['pillars_of_faith', 'forbiden_acts']"
11,9,"If We give man a taste of Mercy from Ourselves, and then withdraw it from him, behold! he is in despair and (falls into) blasphemy.",['forbiden_acts']
11,10,"But if We give him a taste of (Our) favours after adversity hath touched him, he is sure to say, ""All evil has departed from me:"" Behold! he falls into exultation and pride.",['forbiden_acts']
11,11,"Not so do those who show patience and constancy, and work righteousness; for them is forgiveness (of sins) and a great reward.","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic']"
11,12,"Perchance thou mayest (feel the inclination) to give up a part of what is revealed unto thee, and thy heart feeleth straitened lest they say, ""Why is not a treasure sent down unto him, or why does not an angel come down with him?"" But thou art there only to warn! It is Allah that arrangeth all affairs!",['pillars_of_faith']
11,13,"Or they may say, ""He forged it,"" Say, ""Bring ye then ten suras forged, like unto it, and call (to your aid) whomsoever ye can, other than Allah!- If ye speak the truth!","['pillars_of_faith', 'muslim_ethic']"
11,14,"""If then they (your false gods) answer not your (call), know ye that this revelation is sent down (replete) with the knowledge of Allah, and that there is no god but He! will ye even then submit (to Islam)?""",['pillars_of_faith']
11,15,"Those who desire the life of the present and its glitter,- to them we shall pay (the price of) their deeds therein,- without diminution.",['pillars_of_faith']
11,16,"They are those for whom there is nothing in the Hereafter but the Fire: vain are the designs they frame therein, and of no effect and the deeds that they do!","['pillars_of_faith', 'forbiden_acts']"
11,17,"Can they be (like) those who accept a Clear (Sign) from their Lord, and whom a witness from Himself doth teach, as did the Book of Moses before it,- a guide and a mercy? They believe therein; but those of the Sects that reject it,- the Fire will be their promised meeting-place. Be not then in doubt thereon: for it is the truth from thy Lord: yet many among men do not believe!","['pillars_of_faith', 'forbiden_acts', 'people_of_the_book']"
11,18,"Who doth more wrong than those who invent a life against Allah? They will be turned back to the presence of their Lord, and the witnesses will say, ""These are the ones who lied against their Lord! Behold! the Curse of Allah is on those who do wrong!-","['pillars_of_faith', 'forbiden_acts']"
11,19,"""Those who would hinder (men) from the path of Allah and would seek in it something crooked: these were they who denied the Hereafter!""",['pillars_of_faith']
11,21,They are the ones who have lost their own souls: and the (fancies) they invented have left them in the lurch!,"['pillars_of_faith', 'forbiden_acts']"
11,23,"But those who believe and work righteousness, and humble themselves before their Lord,- They will be companions of the gardens, to dwell therein for aye!","['pillars_of_faith', 'foundations_of_the_laws']"
11,25,"We sent Noah to his people (with a mission): ""I have come to you with a Clear Warning:",['pillars_of_faith']
11,26,"""That ye serve none but Allah: Verily I do fear for you the penalty of a grievous day.""","['pillars_of_faith', 'forbiden_acts']"
11,27,"But the chiefs of the Unbelievers among his people said: ""We see (in) thee nothing but a man like ourselves: Nor do we see that any follow thee but the meanest among us, in judgment immature: Nor do we see in you (all) any merit above us: in fact we think ye are liars!""",['forbiden_acts']
11,28,"He said: ""O my people! See ye if (it be that) I have a Clear Sign from my Lord, and that He hath sent Mercy unto me from His own presence, but that the Mercy hath been obscured from your sight? shall we compel you to accept it when ye are averse to it?","['forbiden_acts', 'foundations_of_the_laws']"
11,31,"""I tell you not that with me are the treasures of Allah, nor do I know what is hidden, nor claim I to be an angel. Nor yet do I say, of those whom your eyes do despise that Allah will not grant them (all) that is good: Allah knoweth best what is in their souls: I should, if I did, indeed be a wrong-doer.""","['pillars_of_faith', 'forbiden_acts']"
11,32,"They said: ""O Noah! thou hast disputed with us, and (much) hast thou prolonged the dispute with us: now bring upon us what thou threatenest us with, if thou speakest the truth!?""",['muslim_ethic']
11,34,"""Of no profit will be my counsel to you, much as I desire to give you (good) counsel, if it be that Allah willeth to leave you astray: He is your Lord! and to Him will ye return!""",['pillars_of_faith']
11,35,"Or do they say, ""He has forged it""? Say: ""If I had forged it, on me were my sin! and I am free of the sins of which ye are guilty!","['pillars_of_faith', 'forbiden_acts']"
11,37,"""But construct an Ark under Our eyes and Our inspiration, and address Me no (further) on behalf of those who are in sin: for they are about to be overwhelmed (in the Flood).""",['forbiden_acts']
11,38,"Forthwith he (starts) constructing the Ark: Every time that the chiefs of his people passed by him, they threw ridicule on him. He said: ""If ye ridicule us now, we (in our turn) can look down on you with ridicule likewise!",['forbiden_acts']
11,41,"So he said: ""Embark ye on the Ark, In the name of Allah, whether it move or be at rest! For my Lord is, be sure, Oft-Forgiving, Most Merciful!""",['mandatory_acts']
11,42,"So the Ark floated with them on the waves (towering) like mountains, and Noah called out to his son, who had separated himself (from the rest): ""O my son! embark with us, and be not with the unbelievers!""",['pillars_of_faith']
11,44,"Then the word went forth: ""O earth! swallow up thy water, and O sky! Withhold (thy rain)!"" and the water abated, and the matter was ended. The Ark rested on Mount Judi, and the word went forth: ""Away with those who do wrong!""",['forbiden_acts']
11,46,"He said: ""O Noah! He is not of thy family: For his conduct is unrighteous. So ask not of Me that of which thou hast no knowledge! I give thee counsel, lest thou act like the ignorant!""",['forbiden_acts']
11,47,"Noah said: ""O my Lord! I do seek refuge with Thee, lest I ask Thee for that of which I have no knowledge. And unless thou forgive me and have Mercy on me, I should indeed be lost!""","['pillars_of_faith', 'mandatory_acts']"
11,48,"The word came: ""O Noah! Come down (from the Ark) with peace from Us, and blessing on thee and on some of the peoples (who will spring) from those with thee: but (there will be other) peoples to whom We shall grant their pleasures (for a time), but in the end will a grievous penalty reach them from Us.""",['pillars_of_faith']
11,49,"Such are some of the stories of the unseen, which We have revealed unto thee: before this, neither thou nor thy people knew them. So persevere patiently: for the End is for those who are righteous.",['muslim_ethic']
11,50,"To the 'Ad People (We sent) Hud, one of their own brethren. He said: ""O my people! worship Allah! ye have no other god but Him. (Your other gods) ye do nothing but invent!",['pillars_of_faith']
11,51,"""O my people! I ask of you no reward for this (Message). My reward is from none but Him who created me: Will ye not then understand?",['creation_and_creatures']
11,52,"""And O my people! Ask forgiveness of your Lord, and turn to Him (in repentance): He will send you the skies pouring abundant rain, and add strength to your strength: so turn ye not back in sin!""","['mandatory_acts', 'forbiden_acts']"
11,54,"""We say nothing but that (perhaps) some of our gods may have seized thee with imbecility."" He said: ""I call Allah to witness, and do ye bear witness, that I am free from the sin of ascribing, to Him,","['mandatory_acts', 'forbiden_acts']"
11,56,"""I put my trust in Allah, My Lord and your Lord! There is not a moving creature, but He hath grasp of its fore-lock. Verily, it is my Lord that is on a straight Path.","['muslim_ethic', 'creation_and_creatures']"
11,57,"""If ye turn away,- I (at least) have conveyed the Message with which I was sent to you. My Lord will make another people to succeed you, and you will not harm Him in the least. For my Lord hath care and watch over all things.""",['pillars_of_faith']
11,59,"Such were the 'Ad People: they rejected the Signs of their Lord and Cherisher; disobeyed His messengers; And followed the command of every powerful, obstinate transgressor.","['pillars_of_faith', 'forbiden_acts']"
11,60,"And they were pursued by a Curse in this life,- and on the Day of Judgment. Ah! Behold! for the 'Ad rejected their Lord and Cherisher! Ah! Behold! removed (from sight) were 'Ad the people of Hud!",['pillars_of_faith']
11,61,"To the Thamud People (We sent) Salih, one of their own brethren. He said: ""O my people! Worship Allah: ye have no other god but Him. It is He Who hath produced you from the earth and settled you therein: then ask forgiveness of Him, and turn to Him (in repentance): for my Lord is (always) near, ready to answer.""","['pillars_of_faith', 'mandatory_acts', 'creation_and_creatures']"
11,62,"They said: ""O Salih! thou hast been of us! a centre of our hopes hitherto! dost thou (now) forbid us the worship of what our fathers worshipped? But we are really in suspicious (disquieting) doubt as to that to which thou invitest us.""",['forbiden_acts']
11,63,"He said: ""O my people! do ye see? if I have a Clear (Sign) from my Lord and He hath sent Mercy unto me from Himself,- who then can help me against Allah if I were to disobey Him? What then would ye add to my (portion) but perdition?",['forbiden_acts']
11,67,"The (mighty) Blast overtook the wrong-doers, and they lay prostrate in their homes before the morning,-","['pillars_of_faith', 'forbiden_acts']"
11,68,As if they had never dwelt and flourished there. Ah! Behold! for the Thamud rejected their Lord and Cherisher! Ah! Behold! removed (from sight) were the Thamud!,['forbiden_acts']
11,69,"There came Our messengers to Abraham with glad tidings. They said, ""Peace!"" He answered, ""Peace!"" and hastened to entertain them with a roasted calf.","['pillars_of_faith', 'creation_and_creatures']"
11,70,"But when he saw their hands went not towards the (meal), he felt some mistrust of them, and conceived a fear of them. They said: ""Fear not: We have been sent against the people of Lut.""",['pillars_of_faith']
11,72,"She said: ""Alas for me! shall I bear a child, seeing I am an old woman, and my husband here is an old man? That would indeed be a wonderful thing!""",['pillars_of_faith']
11,73,"They said: ""Dost thou wonder at Allah's decree? The grace of Allah and His blessings on you, o ye people of the house! for He is indeed worthy of all praise, full of all glory!""",['makkah']
11,75,"For Abraham was, without doubt, forbearing (of faults), compassionate, and given to look to Allah.",['pillars_of_faith']
11,77,"When Our messengers came to Lut, he was grieved on their account and felt himself powerless (to protect) them. He said: ""This is a distressful day.""",['forbiden_acts']
11,78,"And his people came rushing towards him, and they had been long in the habit of practising abominations. He said: ""O my people! Here are my daughters: they are purer for you (if ye marry)! Now fear Allah, and cover me not with shame about my guests! Is there not among you a single right-minded man?""",['muslim_ethic']
11,81,"(The Messengers) said: ""O Lut! We are Messengers from thy Lord! By no means shall they reach thee! now travel with thy family while yet a part of the night remains, and let not any of you look back: but thy wife (will remain behind): To her will happen what happens to the people. Morning is their time appointed: Is not the morning nigh?""","['pillars_of_faith', 'forbiden_acts']"
11,82,"When Our Decree issued, We turned (the cities) upside down, and rained down on them brimstones hard as baked clay, spread, layer on layer,-","['pillars_of_faith', 'forbiden_acts']"
11,84,"To the Madyan People (We sent) Shu'aib, one of their own brethren: he said: ""O my people! worship Allah: Ye have no other god but Him. And give not short measure or weight: I see you in prosperity, but I fear for you the penalty of a day that will compass (you) all round.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws']"
11,85,"""And O my people! give just measure and weight, nor withhold from the people the things that are their due: commit not evil in the land with intent to do mischief.","['forbiden_acts', 'foundations_of_the_laws']"
11,88,"He said: ""O my people! see ye whether I have a Clear (Sign) from my Lord, and He hath given me sustenance (pure and) good as from Himself? I wish not, in opposition to you, to do that which I forbid you to do. I only desire (your) betterment to the best of my power; and my success (in my task) can only come from Allah. In Him I trust, and unto Him I look.",['muslim_ethic']
11,89,"""And O my people! let not my dissent (from you) cause you to sin, lest ye suffer a fate similar to that of the people of Noah or of Hud or of Salih, nor are the people of Lut far off from you!",['pillars_of_faith']
11,90,"""But ask forgiveness of your Lord, and turn unto Him (in repentance): For my Lord is indeed full of mercy and loving-kindness.""",['mandatory_acts']
11,92,"He said: ""O my people! is then my family of more consideration with you than Allah? For ye cast Him away behind your backs (with contempt). But verily my Lord encompasseth on all sides all that ye do!",['pillars_of_faith']
11,93,"""And O my people! Do whatever ye can: I will do (my part): Soon will ye know who it is on whom descends the penalty of ignominy; and who is a liar! and watch ye! for I too am watching with you!""",['forbiden_acts']
11,94,"When Our decree issued, We saved Shu'aib and those who believed with him, by (special) mercy from Ourselves: But the (mighty) blast did seize the wrong-doers, and they lay prostrate in their homes by the morning,-","['pillars_of_faith', 'forbiden_acts']"
11,97,Unto Pharaoh and his chiefs: but they followed the command of Pharaoh and the command of Pharaoh was no right (guide).,['pillars_of_faith']
11,98,"He will go before his people on the Day of Judgment, and lead them into the Fire (as cattle are led to water): But woeful indeed will be the place to which they are led!",['pillars_of_faith']
11,99,And they are followed by a curse in this (life) and on the Day of Judgment: and woeful is the gift which shall be given (unto them)!,['pillars_of_faith']
11,101,"It was not We that wronged them: They wronged their own souls: the deities, other than Allah, whom they invoked, profited them no whit when there issued the decree of thy Lord: Nor did they add aught (to their lot) but perdition!","['pillars_of_faith', 'forbiden_acts']"
11,102,"Such is the chastisement of thy Lord when He chastises communities in the midst of their wrong: grievous, indeed, and severe is His chastisement.",['pillars_of_faith']
11,103,In that is a Sign for those who fear the penalty of the Hereafter: that is a Day for which mankind will be gathered together: that will be a Day of Testimony.,['muslim_ethic']
11,104,Nor shall We delay it but for a term appointed.,['pillars_of_faith']
11,106,Those who are wretched shall be in the Fire: There will be for them therein (nothing but) the heaving of sighs and sobs:,['pillars_of_faith']
11,107,"They will dwell therein for all the time that the heavens and the earth endure, except as thy Lord willeth: for thy Lord is the (sure) accomplisher of what He planneth.",['pillars_of_faith']
11,108,"And those who are blessed shall be in the Garden: They will dwell therein for all the time that the heavens and the earth endure, except as thy Lord willeth: a gift without break.",['pillars_of_faith']
11,109,Be not then in doubt as to what these men worship. They worship nothing but what their fathers worshipped before (them): but verily We shall pay them back (in full) their portion without (the least) abatement.,"['pillars_of_faith', 'forbiden_acts']"
11,110,"We certainly gave the Book to Moses, but differences arose therein: had it not been that a word had gone forth before from thy Lord, the matter would have been decided between them, but they are in suspicious doubt concerning it.",['pillars_of_faith']
11,111,"And, of a surety, to all will your Lord pay back (in full the recompense) of their deeds: for He knoweth well all that they do.",['pillars_of_faith']
11,112,"Therefore stand firm (in the straight Path) as thou art commanded,- thou and those who with thee turn (unto Allah); and transgress not (from the Path): for He seeth well all that ye do.","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts']"
11,113,"And incline not to those who do wrong, or the Fire will seize you; and ye have no protectors other than Allah, nor shall ye be helped.","['pillars_of_faith', 'forbiden_acts']"
11,114,"And establish regular prayers at the two ends of the day and at the approaches of the night: For those things, that are good remove those that are evil: Be that the word of remembrance to those who remember (their Lord):","['mandatory_acts', 'muslim_ethic', 'forbiden_acts']"
11,115,And be steadfast in patience; for verily Allah will not suffer the reward of the righteous to perish.,"['pillars_of_faith', 'muslim_ethic']"
11,116,"Why were there not, among the generations before you, persons possessed of balanced good sense, prohibiting (men) from mischief in the earth - except a few among them whom We saved (from harm)? But the wrong-doers pursued the enjoyment of the good things of life which were given them, and persisted in sin.","['muslim_ethic', 'forbiden_acts']"
11,117,"Nor would thy Lord be the One to destroy communities for a single wrong-doing, if its members were likely to mend.","['pillars_of_faith', 'muslim_ethic']"
11,118,"If thy Lord had so willed, He could have made mankind one people: but they will not cease to dispute.","['foundations_of_the_laws', 'creation_and_creatures']"
11,119,"Except those on whom thy Lord hath bestowed His Mercy: and for this did He create them: and the Word of thy Lord shall be fulfilled: ""I will fill Hell with jinns and men all together.""","['pillars_of_faith', 'creation_and_creatures']"
11,123,"To Allah do belong the unseen (secrets) of the heavens and the earth, and to Him goeth back every affair (for decision): then worship Him, and put thy trust in Him: and thy Lord is not unmindful of aught that ye do.","['pillars_of_faith', 'muslim_ethic']"
12,2,"We have sent it down as an Arabic Qur'an, in order that ye may learn wisdom.",['pillars_of_faith']
12,3,"We do relate unto thee the most beautiful of stories, in that We reveal to thee this (portion of the) Qur'an: before this, thou too was among those who knew it not.",['pillars_of_faith']
12,5,"Said (the father): ""My (dear) little son! relate not thy vision to thy brothers, lest they concoct a plot against thee: for Satan is to man an avowed enemy!","['pillars_of_faith', 'creation_and_creatures']"
12,6,"""Thus will thy Lord choose thee and teach thee the interpretation of stories (and events) and perfect His favour to thee and to the posterity of Jacob - even as He perfected it to thy fathers Abraham and Isaac aforetime! for Allah is full of knowledge and wisdom.""",['pillars_of_faith']
